age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome_$,monthlyrate_$,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,roledepartament,remotework
55,Yes,,1032.4872861766066,,2,5,,436,3,Female,2,3,manufacturing director,4,married,,21682.23,0,Unknown,16,3.0,2,Part Time,1,4,3.0,33,1.0,1,9,1970,100071.84,,True
46,No,,1973.9841269841268,,7,3,Medical,437,2,Female,3,5,research director,4,,,41453.67,0,Yes,14,0.0,4,Unknown,1,4,2.0,22,1.0,1,10,1979,191324.62,,False
47,No,,595.2142857142857,,5,5,,438,3,Female,1,2,laboratory technician,1,,,12499.5,1,Unknown,14,3.0,1,Full Time,0,3,3.0,10,1.0,1,4,1978,57690.0,,False
47,No,non-travel,452.4206349206349,,26,3,Marketing,439,1,Male,2,2,sales executive,1,,3654.17,9500.83,1,Unknown,15,0.0,1,Unknown,1,2,Unknown,10,4.0,4,5,1978,43850.04,,False
36,No,travel_frequently,556.2566609977324,,10,4,,440,3,Male,4,2,manufacturing director,4,,4492.84,11681.39,1,Unknown,13,3.0,1,Part Time,1,3,Unknown,9,7.0,7,2,1989,53914.11,,True
41,No,,556.2566609977324, Research & Development ,10,5,Medical,441,2,Male,3,2,manufacturing director,1,,4492.84,11681.39,2,Unknown,13,3.0,4,Unknown,3,3,3.0,7,7.0,7,7,1984,53914.08,manufacturing director  -  research & development,False
29,No,,419.50793650793656, Research & Development ,36,3,,442,3,Male,2,1,laboratory technician,1,divorced,3388.33,8809.67,1,No,11,3.0,1,Full Time,2,3,3.0,7,0.0,0,7,1996,40660.0,laboratory technician  -  research & development,True
47,No,travel_rarely,556.2566609977324,,2,2,,443,4,Female,2,2,manufacturing director,4,divorced,4492.84,11681.39,1,Unknown,19,3.0,1,Unknown,2,3,3.0,10,3.0,3,9,1978,53914.08,,True
46,No,,556.2566609977324,,1,5,,444,1,Male,3,2,human resources,4,married,4492.84,11681.39,4,Yes,11,3.0,3,Unknown,0,3,3.0,10,0.0,0,2,1979,53914.08,,True
27,No,,537.1269841269842,,2,1,Life Sciences,445,4,Male,4,2,manufacturing director,3,divorced,4338.33,11279.67,1,Unknown,17,3.0,3,Part Time,2,6,3.0,7,0.0,0,7,1998,52060.0,,False
51,No,,1582.7713464696226,,1,3,,446,3,Male,3,4,manager,3,single,12783.92,33238.2,4,Unknown,14,3.0,1,Full Time,0,2,3.0,8,0.0,0,0,1974,153407.07,,True
50,Yes,travel_frequently,273.92857142857144,,7,2,,447,4,Female,3,1,sales representative,3,,2212.5,5752.5,2,Unknown,11,0.0,3,Unknown,2,3,3.0,9,7.0,7,7,1975,26550.0,,False
28,No,,265.1587301587302,,7,3,Medical,448,4,Male,3,1,laboratory technician,4,,2141.67,5568.33,1,No,20,4.0,3,Part Time,0,5,3.0,7,5.0,5,7,1997,25700.0,,True
46,No,travel_rarely,1032.4872861766066,,2,3,Life Sciences,449,3,Female,4,3,healthcare representative,4,,8339.32,21682.23,1,Unknown,19,0.0,2,Part Time,1,2,3.0,8,6.0,6,7,1979,100071.84,,True
38,No,,464.4920634920635,,2,4,,450,3,Female,3,2,sales representative,4,single,3751.67,9754.33,3,Unknown,15,0.0,3,Part Time,0,2,2.0,13,6.0,6,7,1987,45020.0,,True
48,No,,556.2566609977324, Research & Development ,13,4,,451,3,Male,3,2,healthcare representative,2,single,4492.84,11681.39,6,No,14,3.0,4,Part Time,0,3,3.0,10,0.0,0,9,1977,53914.11,healthcare representative  -  research & development,True
37,No,,556.2566609977324,,27,4,Life Sciences,452,4,Male,3,2,manufacturing director,3,married,4492.84,11681.39,2,Unknown,16,3.0,2,Part Time,1,3,3.0,7,0.0,0,7,1988,53914.11,,True
32,No,travel_frequently,512.5714285714286,,2,4,,453,4,Female,2,1,research scientist,1,,4140.0,10764.0,0,Unknown,16,3.0,4,Unknown,0,2,Unknown,9,0.0,0,7,1993,49680.0,,False
32,No,,1032.4872861766066,,15,2,Marketing,454,3,Male,2,3,sales executive,1,,8339.32,21682.23,2,No,11,3.0,1,Part Time,1,2,3.0,7,1.0,1,7,1993,100071.84,,True
35,No,non-travel,531.0396825396825,,2,3,Marketing,455,4,Female,3,2,sales executive,2,,4289.17,11151.83,8,No,15,3.0,4,Part Time,0,2,2.0,11,1.0,1,7,1990,51470.0,,True
34,No,,280.42857142857144,,5,4,,456,2,Male,3,1,research scientist,2,single,2265.0,5889.0,2,No,14,3.0,2,Part Time,0,3,3.0,7,0.0,0,7,1991,27180.0,,True
45,No,travel_rarely,365.1349206349206,,2,3,Life Sciences,457,2,Male,3,1,human resources,4,,2949.17,7667.83,0,No,13,3.0,2,Unknown,0,5,3.0,9,1.0,1,8,1980,35390.04,,False
33,No,travel_rarely,564.1587301587302,,29,4,Marketing,458,1,Female,2,2,sales executive,4,,4556.67,11847.33,1,Unknown,14,3.0,1,Full Time,2,3,3.0,12,5.0,5,7,1992,54680.0,,True
37,Yes,,599.7539682539682,,27,3,,459,3,Male,3,2,sales executive,4,,4844.17,12594.83,1,Unknown,18,3.0,4,Unknown,0,2,3.0,10,7.0,7,7,1988,58130.04,,False
37,No,non-travel,556.2566609977324, Research & Development ,2,2,Medical,460,2,Male,3,2,manufacturing director,4,divorced,4492.84,11681.39,2,No,14,3.0,3,Unknown,1,6,3.0,7,1.0,1,7,1988,53914.11,manufacturing director  -  research & development,False
32,No,,997.3888888888888,,10,3,Medical,461,1,Female,3,3,manufacturing director,3,single,8055.83,20945.17,9,No,14,3.0,2,Part Time,0,3,3.0,7,0.0,0,2,1993,96670.0,,False
48,Yes,travel_rarely,556.2566609977324,,19,2,Medical,462,4,Female,3,2,healthcare representative,2,married,4492.84,11681.39,4,No,22,4.0,4,Unknown,1,2,4.0,9,7.0,3,7,1977,53914.08,,False
47,No,non-travel,531.7619047619048,,2,4,,463,3,Female,3,2,sales executive,3,married,,11167.0,4,Unknown,22,4.0,2,Part Time,2,3,4.0,8,5.0,5,7,1978,51540.0,,False
45,No,travel_frequently,585.515873015873,,2,4,Life Sciences,464,1,Male,3,2,sales executive,4,married,4729.17,12295.83,1,Unknown,20,4.0,3,Full Time,1,5,3.0,7,7.0,7,7,1980,56750.0,,False
48,Yes,,754.6190476190477,,10,3,Life Sciences,465,3,Female,3,3,sales executive,2,,6095.0,15847.0,5,Unknown,21,4.0,3,Part Time,3,2,3.0,8,0.0,0,7,1977,73140.0,,True
42,No,travel_rarely,1582.7713464696226, Research & Development ,1,4,,466,1,Male,3,4,manager,1,,12783.92,33238.2,2,Unknown,11,3.0,1,Unknown,1,3,Unknown,19,11.0,11,16,1983,153407.04,manager  -  research & development,True
29,No,travel_rarely,556.2566609977324, Sales ,2,2,,467,1,Female,4,2,sales executive,3,single,4492.84,11681.39,0,No,14,3.0,2,Part Time,0,5,2.0,8,0.0,0,7,1996,53914.11,sales executive  -  sales,False
44,No,,1032.4872861766066,,6,3,Medical,468,3,Male,3,3,research director,1,married,8339.32,21682.23,9,No,13,3.0,2,Unknown,1,3,4.0,13,5.0,5,7,1981,100071.84,,True
28,No,travel_frequently,290.03550973654063,,6,3,Other,469,3,Male,4,1,laboratory technician,4,married,2342.59,6090.75,0,No,18,3.0,1,Part Time,1,3,3.0,7,7.0,7,7,1997,28111.13,,True
30,No,travel_frequently,556.2566609977324,,1,2,Life Sciences,470,3,Male,2,2,sales executive,4,married,,11681.39,1,Unknown,12,3.0,3,Part Time,1,2,3.0,7,0.0,0,7,1995,53914.11,,True
49,No,,556.2566609977324,,14,4,,471,3,Male,3,2,research scientist,2,married,4492.84,11681.39,8,Unknown,18,3.0,3,Part Time,1,4,4.0,8,1.0,1,7,1976,53914.11,,False
36,No,travel_rarely,1032.4872861766066,,13,4,Medical,472,4,Male,3,3,sales executive,3,divorced,8339.32,21682.23,1,No,18,3.0,3,Part Time,1,2,2.0,8,1.0,1,1,1989,100071.84,,True
28,No,,290.03550973654063, Research & Development ,1,3,Medical,473,3,Male,3,1,laboratory technician,1,single,2342.59,6090.75,0,No,13,3.0,4,Part Time,0,6,Unknown,7,7.0,7,6,1997,28111.13,laboratory technician  -  research & development,True
29,No,travel_rarely,556.2566609977324,,9,3,,474,4,Male,3,2,sales executive,4,,,11681.39,1,Unknown,14,3.0,1,Part Time,0,5,Unknown,7,0.0,0,7,1996,53914.11,,False
33,Yes,travel_frequently,556.2566609977324, Sales ,26,4,Marketing,475,1,Male,3,2,sales executive,4,,4492.84,11681.39,1,Yes,11,3.0,3,Part Time,0,4,3.0,10,0.0,0,8,1992,53914.11,sales executive  -  sales,True
35,No,travel_frequently,556.2566609977324,,7,2,Life Sciences,476,4,Male,3,2,healthcare representative,3,divorced,4492.84,11681.39,1,Unknown,20,0.0,3,Unknown,3,2,3.0,9,2.0,2,8,1990,53914.08,,True
33,No,,1032.4872861766066,,10,3,,477,3,Female,3,3,research director,3,married,8339.32,21682.23,4,No,20,4.0,3,Part Time,1,2,4.0,11,4.0,4,8,1992,100071.84,,True
37,No,,525.984126984127,,9,4,Medical,478,2,Male,3,2,research scientist,3,,,11045.67,1,No,19,3.0,2,Part Time,0,5,3.0,10,0.0,0,8,1988,50980.0,,True
35,No,travel_rarely,556.2566609977324,,15,2,,479,2,Female,3,2,healthcare representative,4,married,4492.84,11681.39,0,Yes,13,0.0,1,Part Time,1,6,3.0,9,8.0,8,1,1990,53914.11,,True
41,No,travel_rarely,556.2566609977324,,24,1,Life Sciences,480,1,Male,3,2,research scientist,4,single,4492.84,11681.39,7,No,13,0.0,1,Unknown,0,2,3.0,7,1.0,1,7,1984,53914.08,,False
38,No,travel_rarely,1032.4872861766066,,46,3,,481,4,Female,2,3,sales executive,4,married,,21682.23,0,No,19,3.0,3,Part Time,2,2,3.0,9,3.0,3,4,1987,100071.84,,True
43,No,travel_rarely,1400.079365079365,,28,4,Life Sciences,482,1,Female,2,4,manufacturing director,2,married,11308.33,29401.67,0,No,23,0.0,3,Full Time,1,3,3.0,20,0.0,0,10,1982,135700.0,,True
36,No,,692.5079365079365, Sales ,28,3,Marketing,483,4,Female,2,2,sales executive,3,married,,14542.67,1,No,21,4.0,4,Full Time,2,2,3.0,8,1.0,1,7,1989,67120.0,sales executive  -  sales,False
40,No,travel_rarely,556.2566609977324,,10,2,,484,1,Female,3,2,sales executive,4,married,4492.84,11681.39,1,No,11,3.0,3,Unknown,1,1,3.0,10,1.0,1,9,1985,53914.08,,True
41,No,travel_rarely,1030.8174603174605,,6,1,,485,4,Male,2,3,healthcare representative,1,,8325.83,21647.17,4,Unknown,15,3.0,1,Part Time,1,5,3.0,7,1.0,1,7,1984,99910.0,,True
36,No,travel_rarely,1032.4872861766066,,7,4,,486,1,Female,3,3,research director,2,single,,21682.23,0,No,11,0.0,3,Part Time,0,4,3.0,12,6.0,2,11,1989,100071.84,,False
46,No,travel_rarely,1057.3333333333337,,7,4,Medical,487,1,Female,2,3,healthcare representative,4,married,8540.0,22204.0,3,Unknown,14,0.0,4,Full Time,1,4,3.0,22,5.0,5,17,1979,102480.0,,True
48,No,,556.2566609977324,,5,4,,488,1,Male,3,2,sales executive,4,single,4492.84,11681.39,4,Unknown,21,0.0,3,Part Time,0,4,3.0,9,0.0,0,8,1977,53914.11,,True
43,No,travel_frequently,1582.7713464696226, Research & Development ,10,3,Life Sciences,489,4,Male,2,4,manager,1,divorced,,33238.2,4,Unknown,13,3.0,2,Full Time,1,2,2.0,7,7.0,7,7,1982,153407.07,manager  -  research & development,False
41,No,,1128.5238095238096, Research & Development ,2,4,,490,3,Female,3,3,healthcare representative,3,single,9115.0,23699.0,0,No,25,4.0,4,Unknown,0,1,3.0,19,11.0,11,8,1984,109380.0,healthcare representative  -  research & development,False
44,No,travel_rarely,267.531746031746,,2,3,Medical,491,4,Female,2,1,laboratory technician,1,divorced,2160.83,5618.17,0,Yes,11,3.0,3,Part Time,1,4,3.0,9,7.0,7,8,1981,25930.0,,True
35,No,travel_frequently,1225.5079365079364, Research & Development ,5,4,,492,4,Female,3,3,manager,2,married,9898.33,25735.67,6,Unknown,11,0.0,2,Unknown,2,2,3.0,10,8.0,8,8,1990,118779.95999999999,manager  -  research & development,True
37,No,travel_rarely,835.1984126984128,,5,4,Technical Degree,493,3,Male,3,3,manufacturing director,2,single,6745.83,17539.17,0,No,13,3.0,4,Part Time,0,5,3.0,16,0.0,0,13,1988,80950.0,,True
35,Yes,travel_rarely,1032.4872861766066,,15,1,Medical,494,2,Male,3,3,manager,3,married,,21682.23,7,Unknown,12,3.0,4,Part Time,0,2,4.0,7,7.0,7,7,1990,100071.84,,True
42,No,travel_rarely,1582.7713464696226,,6,3,Life Sciences,495,2,Female,3,4,manufacturing director,3,single,,33238.2,7,No,15,3.0,3,Full Time,0,3,3.0,20,5.0,5,13,1983,153407.07,,False
43,No,travel_rarely,1973.9841269841268,,10,4,Human Resources,496,2,Male,2,5,manager,4,divorced,15943.72,41453.67,3,No,15,3.0,2,Full Time,3,2,2.0,21,12.0,12,6,1982,191324.62,,False
29,No,,556.2566609977324,,7,3,,497,4,Female,2,2,healthcare representative,1,,,11681.39,8,No,19,3.0,1,Part Time,0,2,1.0,7,0.0,0,7,1996,53914.11,,False
54,No,travel_rarely,1739.1111111111113,,3,4,Marketing,498,3,Male,2,4,manager,1,,14046.67,36521.33,1,Unknown,11,3.0,1,Full Time,0,3,4.0,34,1.0,1,16,1971,168560.0,,True
53,No,travel_rarely,1582.7713464696226,,26,4,Marketing,499,1,Female,3,4,manager,3,married,12783.92,33238.2,2,No,14,3.0,3,Full Time,1,2,2.0,20,4.0,4,17,1972,153407.07,,False
49,No,travel_rarely,468.1031746031746,,2,2,Marketing,500,3,Female,3,2,sales executive,4,,3780.83,9830.17,0,Unknown,22,4.0,1,Part Time,1,2,3.0,7,7.0,7,7,1976,45370.0,,True
52,No,non-travel,1849.301587301588, Research & Development ,2,4,,501,1,Male,3,4,manager,1,divorced,,38835.33,1,Unknown,11,3.0,4,Full Time,1,3,3.0,31,14.0,14,7,1973,179240.0,manager  -  research & development,False
37,No,travel_rarely,414.1428571428571, Research & Development ,21,1,Life Sciences,502,4,Female,3,2,healthcare representative,4,married,3345.0,8697.0,1,Unknown,25,4.0,4,Part Time,1,2,1.0,10,0.0,0,7,1988,40140.0,healthcare representative  -  research & development,True
41,No,travel_rarely,1314.6507936507935,,1,1,,503,4,Female,2,4,manufacturing director,4,married,10618.33,27607.67,1,No,16,3.0,3,Full Time,1,3,3.0,21,11.0,11,8,1984,127420.0,,True
41,No,travel_frequently,1032.4872861766066,,22,3,Medical,504,4,Female,3,3,manufacturing director,1,single,8339.32,21682.23,1,Unknown,13,3.0,3,Part Time,0,2,3.0,21,2.0,2,8,1984,100071.84,,False
43,No,,348.3174603174604,,7,2,,505,2,Female,4,1,research scientist,3,,,7314.67,1,No,13,3.0,3,Full Time,0,3,3.0,10,0.0,0,8,1982,33760.0,,False
46,Yes,,1081.4761904761906, Human Resources ,1,2,Medical,506,2,Male,2,3,human resources,1,married,8735.0,22711.0,9,No,14,0.0,4,Full Time,1,1,3.0,20,3.0,3,6,1979,104820.0,human resources  -  human resources,True
44,No,,1582.7713464696226,,2,2,Medical,507,4,Male,3,4,manager,1,,12783.92,33238.2,0,No,17,3.0,4,Unknown,1,3,3.0,22,13.0,13,7,1981,153407.04,,False
54,No,travel_rarely,1032.4872861766066,,7,4,Life Sciences,508,2,Male,3,3,healthcare representative,2,single,,21682.23,7,Unknown,19,3.0,4,Part Time,0,4,Unknown,8,4.0,4,0,1971,100071.84,,True
40,No,,290.03550973654063,,1,3,,509,3,Male,4,1,human resources,3,,2342.59,6090.75,1,No,13,3.0,4,Part Time,1,2,4.0,7,5.0,5,0,1985,28111.13,,True
48,No,,290.03550973654063, Human Resources ,1,2,Life Sciences,510,4,Female,3,1,human resources,1,,,6090.75,6,Unknown,12,3.0,3,Part Time,0,3,4.0,7,5.0,5,7,1977,28111.13,human resources  -  human resources,True
37,No,,438.3888888888889,,4,4,Life Sciences,511,3,Male,3,2,research scientist,3,single,3540.83,9206.17,1,Unknown,11,3.0,2,Part Time,0,3,3.0,9,1.0,1,1,1988,42490.0,,False
30,No,travel_rarely,675.6904761904763, Research & Development ,29,1,Life Sciences,512,3,Male,1,2,manufacturing director,2,married,5457.5,14189.5,1,Unknown,14,0.0,2,Unknown,2,2,2.0,8,1.0,1,7,1995,65490.0,manufacturing director  -  research & development,True
46,No,,1582.7713464696226,,28,3,Life Sciences,513,4,Male,3,4,research director,1,married,12783.92,33238.2,3,No,13,3.0,3,Unknown,1,1,4.0,20,14.0,14,17,1979,153407.04,,True
52,No,,1486.8492063492065,,22,5,,514,3,Male,1,4,research director,4,,12009.17,31223.83,1,Unknown,13,3.0,4,Unknown,0,2,3.0,32,13.0,13,9,1973,144110.04,,False
57,No,travel_rarely,2020.7777777777776,,23,5,Marketing,515,3,Male,2,5,manager,4,,,42436.33,1,No,21,4.0,3,Full Time,1,3,3.0,36,2.0,2,13,1968,195860.0,,True
41,No,,849.8492063492063, Sales ,6,3,,516,4,Male,4,3,sales executive,3,married,6864.17,17846.83,2,No,11,3.0,1,Part Time,1,3,3.0,7,7.0,7,6,1984,82370.0,sales executive  -  sales,True
51,No,,331.29365079365084, Research & Development ,13,4,,517,1,Female,3,1,laboratory technician,1,,2675.83,6957.17,1,Unknown,14,3.0,4,Unknown,1,3,2.0,9,1.0,1,4,1974,32109.96,laboratory technician  -  research & development,True
47,No,,1723.4285714285716,,28,2,Technical Degree,518,4,Female,2,4,research director,2,single,13920.0,36192.0,1,Unknown,11,0.0,3,Unknown,0,2,3.0,21,6.0,8,6,1978,167040.0,,False
48,No,,1032.4872861766066,,2,3,,519,3,Male,3,3,sales executive,4,,8339.32,21682.23,4,Unknown,12,3.0,2,Part Time,1,5,2.0,10,0.0,0,3,1977,100071.84,,False
29,No,,492.5555555555556,,15,3,,520,4,Female,2,1,research scientist,1,married,,10343.67,0,No,19,3.0,4,Full Time,1,2,Unknown,7,7.0,7,3,1996,47740.0,,False
44,No,travel_rarely,1973.9841269841268,,2,3,,521,1,Male,3,5,manager,3,married,15943.72,41453.67,5,Unknown,11,3.0,1,Unknown,0,2,2.0,22,4.0,4,14,1981,191324.63999999998,,True
51,No,,556.2566609977324, Sales ,2,3,,522,4,Male,2,2,sales executive,2,married,,11681.39,2,Unknown,14,3.0,4,Part Time,0,3,2.0,9,0.0,0,8,1974,53914.11,sales executive  -  sales,True
31,No,travel_rarely,556.2566609977324,,15,2,Life Sciences,523,4,Female,2,2,laboratory technician,3,single,,11681.39,0,Yes,12,3.0,4,Part Time,0,3,3.0,9,0.0,0,8,1994,53914.11,,True
36,No,non-travel,471.3015873015873,,12,4,Marketing,524,1,Male,3,2,sales executive,3,,3806.67,9897.33,0,No,20,4.0,3,Part Time,0,2,3.0,9,8.0,8,7,1989,45680.0,,False
39,No,,618.3253968253969,,1,4,,525,1,Male,2,2,manufacturing director,3,divorced,4994.17,12984.83,1,No,18,3.0,3,Unknown,1,2,Unknown,7,0.0,0,7,1986,59930.0,,False
38,No,,670.5317460317461,,11,3,,526,2,Male,2,2,manufacturing director,2,single,5415.83,14081.17,1,No,13,3.0,3,Full Time,0,3,3.0,6,0.0,0,3,1987,64990.0,,True
47,No,,356.1587301587302,,29,3,,527,3,Male,3,1,research scientist,4,single,,7479.33,5,Unknown,13,3.0,2,Full Time,0,2,2.0,6,0.0,0,3,1978,34520.0,,True
31,No,travel_rarely,290.03550973654063,,15,3,,528,3,Male,3,1,research scientist,4,,,6090.75,1,No,19,3.0,1,Part Time,0,1,3.0,6,1.0,1,5,1994,28111.13,,False
28,No,,660.0079365079365,,1,3,,529,3,Female,3,2,manufacturing director,2,,5330.83,13860.17,1,No,20,4.0,1,Full Time,1,6,1.0,6,1.0,1,4,1997,63970.0,,False
30,No,,556.2566609977324,,9,4,Life Sciences,530,2,Male,3,2,sales executive,4,single,,11681.39,1,No,16,3.0,4,Part Time,0,1,3.0,7,0.0,0,7,1995,53914.11,,True
44,No,travel_frequently,556.2566609977324,,30,4,Technical Degree,531,4,Female,2,2,healthcare representative,4,married,,11681.39,0,No,11,3.0,4,Unknown,3,4,4.0,6,0.0,0,4,1981,53914.11,,True
33,No,travel_rarely,556.2566609977324, Sales ,2,1,Life Sciences,532,2,Male,3,2,sales executive,4,,,11681.39,4,Yes,13,3.0,3,Part Time,0,2,4.0,6,0.0,0,5,1992,53914.11,sales executive  -  sales,True
39,No,travel_rarely,1032.4872861766066,,47,3,,533,4,Female,3,3,manufacturing director,4,single,8339.32,21682.23,4,Unknown,17,3.0,4,Part Time,0,3,4.0,6,1.0,1,2,1986,100071.84,,True
39,No,non-travel,1032.4872861766066,,9,4,,534,1,Male,3,3,sales executive,2,divorced,,21682.23,1,No,13,3.0,4,Part Time,1,6,3.0,9,7.0,7,7,1986,100071.84,,False
39,No,travel_rarely,556.2566609977324,,1,4,Life Sciences,535,2,Female,3,2,manufacturing director,2,married,4492.84,11681.39,6,Unknown,12,3.0,2,Part Time,1,2,2.0,6,4.0,4,3,1986,53914.11,,False
26,No,travel_rarely,281.1507936507937,,23,3,Medical,536,2,Male,4,1,research scientist,4,,,5904.17,1,Unknown,11,3.0,2,Part Time,2,3,3.0,6,1.0,1,4,1999,27250.0,,True
52,No,,1973.9841269841268,,3,3,,537,1,Male,3,5,manager,2,married,15943.72,41453.67,1,No,11,3.0,3,Unknown,1,2,3.0,32,10.0,10,7,1973,191324.63999999998,,False
36,No,,373.6984126984127,,1,2,Life Sciences,538,2,Male,2,1,research scientist,4,,3018.33,7847.67,1,Yes,13,3.0,4,Full Time,1,3,3.0,6,1.0,1,3,1989,36220.0,,True
29,No,travel_frequently,556.2566609977324,,3,1,Medical,539,4,Female,4,2,sales executive,4,,,11681.39,1,Unknown,20,0.0,2,Unknown,2,3,3.0,6,0.0,0,4,1996,53914.11,,False
27,No,,637.6190476190476, Sales ,42,1,,540,4,Female,3,2,sales executive,4,single,,13390.0,1,No,23,4.0,2,Full Time,0,5,2.0,6,1.0,1,4,1998,61800.0,sales executive  -  sales,False
36,No,,647.3174603174604, Sales ,25,3,Other,541,4,Male,3,2,sales executive,4,single,5228.33,13593.67,1,No,22,4.0,3,Full Time,0,5,3.0,6,1.0,1,4,1989,62740.0,sales executive  -  sales,True
36,No,,452.00793650793656, Research & Development ,2,4,,542,3,Female,2,1,research scientist,1,,,9492.17,1,Unknown,11,0.0,3,Full Time,0,3,3.0,6,1.0,1,3,1989,43810.0,research scientist  -  research & development,True
37,No,,1032.4872861766066,,7,3,Other,543,3,Male,3,3,manufacturing director,3,single,8339.32,21682.23,3,No,21,4.0,2,Unknown,0,3,4.0,8,1.0,1,6,1988,100071.84,,False
37,No,,264.0238095238095,,16,1,Medical,544,1,Female,2,1,research scientist,1,,,5544.5,1,Unknown,11,3.0,4,Part Time,0,3,2.0,6,1.0,1,1,1988,25590.0,,False
35,No,,566.2222222222222, Research & Development ,1,4,,545,3,Female,4,2,healthcare representative,2,married,4573.33,11890.67,1,Yes,13,3.0,1,Full Time,1,2,3.0,6,1.0,1,2,1990,54880.0,healthcare representative  -  research & development,True
31,No,,259.3809523809524,,28,4,Life Sciences,546,3,Female,3,1,research scientist,4,divorced,2095.0,5447.0,4,No,22,4.0,1,Part Time,1,1,3.0,7,1.0,1,7,1994,25140.0,,False
31,No,travel_frequently,290.03550973654063, Research & Development ,10,3,,547,4,Female,3,1,research scientist,2,divorced,2342.59,6090.75,0,No,14,3.0,4,Part Time,2,2,2.0,7,1.0,1,1,1994,28111.13,research scientist  -  research & development,True
36,No,,556.2566609977324,,9,1,Life Sciences,548,2,Female,3,2,sales executive,3,married,4492.84,11681.39,1,Unknown,20,4.0,1,Part Time,0,3,2.0,6,1.0,1,3,1989,53914.11,,False
30,No,travel_rarely,329.74603174603175,,19,4,Medical,549,4,Male,2,1,laboratory technician,1,married,2663.33,6924.67,1,Unknown,12,3.0,3,Unknown,3,2,3.0,6,3.0,3,3,1995,31960.0,,False
46,No,,290.03550973654063,,2,1,Life Sciences,550,1,Female,4,1,research scientist,4,married,,6090.75,1,Unknown,13,3.0,4,Part Time,1,5,3.0,10,7.0,7,7,1979,28111.13,,False
33,No,travel_rarely,556.2566609977324, Research & Development ,11,2,,551,3,Male,3,2,healthcare representative,1,married,4492.84,11681.39,1,Yes,12,0.0,4,Part Time,0,2,2.0,6,0.0,0,1,1992,53914.11,healthcare representative  -  research & development,False
28,No,,290.03550973654063, Research & Development ,4,2,Life Sciences,552,3,Male,3,1,research scientist,4,,2342.59,6090.75,1,Yes,20,4.0,2,Part Time,0,2,2.0,8,2.0,2,2,1997,28111.13,research scientist  -  research & development,False
49,No,travel_rarely,352.8571428571429,,1,3,,553,1,Male,3,1,research scientist,4,,2850.0,7410.0,7,No,12,3.0,3,Full Time,1,2,2.0,6,1.0,1,2,1976,34200.0,,True
39,No,,290.03550973654063, Research & Development ,5,2,,554,3,Male,4,1,laboratory technician,3,single,2342.59,6090.75,0,No,14,3.0,1,Part Time,0,2,1.0,6,1.0,1,3,1986,28111.13,laboratory technician  -  research & development,False
34,No,,421.67460317460313,,1,4,,555,4,Male,3,2,research scientist,1,married,3405.83,8855.17,4,Unknown,14,3.0,2,Unknown,1,3,2.0,6,1.0,1,2,1991,40869.96,,True
34,No,,556.2566609977324,,2,3,Medical,556,4,Male,3,2,research scientist,2,divorced,4492.84,11681.39,0,No,13,3.0,3,Part Time,2,4,2.0,9,1.0,1,6,1991,53914.11,,True
35,No,non-travel,553.8412698412699,,16,3,Life Sciences,557,3,Female,3,2,sales executive,4,,,11630.67,1,Yes,25,4.0,3,Part Time,1,2,3.0,6,1.0,1,2,1990,53680.0,,False
49,Yes,,1334.6666666666667, Sales ,9,3,,558,3,Male,1,4,sales executive,3,married,,28028.0,7,No,11,0.0,3,Full Time,0,3,1.0,23,14.0,14,10,1976,129360.0,sales executive  -  sales,True
43,Yes,,556.2566609977324,,1,2,,559,2,Female,3,2,sales executive,4,,4492.84,11681.39,8,Yes,11,3.0,1,Part Time,0,0,1.0,6,0.0,0,5,1982,53914.11,,False
37,No,travel_rarely,290.03550973654063, Research & Development ,16,3,Medical,560,1,Male,4,1,laboratory technician,2,married,,6090.75,0,Unknown,13,3.0,3,Part Time,1,5,3.0,5,0.0,0,3,1988,28111.13,laboratory technician  -  research & development,False
31,No,travel_rarely,290.03550973654063,,2,3,Life Sciences,561,3,Male,3,1,research scientist,2,married,2342.59,6090.75,0,No,23,4.0,4,Part Time,1,3,3.0,5,0.0,0,4,1994,28111.13,,False
34,No,travel_rarely,556.2566609977324,,1,3,Life Sciences,562,2,Male,3,2,research scientist,2,,4492.84,11681.39,1,No,17,3.0,2,Part Time,2,3,3.0,10,0.0,0,9,1991,53914.11,,True
37,No,travel_rarely,290.03550973654063,,1,3,Medical,563,2,Male,2,1,research scientist,3,single,2342.59,6090.75,1,No,18,3.0,1,Part Time,0,3,3.0,6,0.0,0,4,1988,28111.13,,False
58,No,,1032.4872861766066,,13,3,,564,4,Male,1,3,manufacturing director,4,,8339.32,21682.23,4,No,11,3.0,1,Unknown,0,3,2.0,6,0.0,0,2,1967,100071.84,,True
30,No,,435.5,,4,3,Medical,565,2,Male,3,2,sales executive,3,,,9145.5,1,Unknown,15,3.0,2,Part Time,0,3,4.0,5,0.0,0,4,1995,42210.0,,True
