,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome_$,monthlyrate_$,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework,generation
235,44,No,travel_frequently,1044.5396825396826,research & development,2,3,,236,4,Male,3,3,healthcare representative,4,,20890.793650793654,21935.33,2,Yes,14,3.0,3,Full Time,1,3,1.0,20,13.0,13,9,1981,101240.0,True,Millennials
236,47,No,,1032.4872861766066,research & development,1,4,,237,1,Male,3,3,healthcare representative,2,divorced,8339.32,21682.23,1,Unknown,12,3.0,1,Part Time,3,4,3.0,10,7.0,7,7,1978,100071.84,True,Gen X
237,32,Yes,travel_rarely,1002.2380952380952,sales,1,3,,238,2,Male,2,2,sales executive,1,married,20044.761904761905,21047.0,1,No,11,3.0,4,Full Time,1,4,3.0,10,6.0,6,7,1993,97140.0,True,Millennials
238,40,No,travel_rarely,1023.904761904762,sales,14,3,Life Sciences,239,3,Male,3,2,sales executive,2,married,20478.09523809524,21502.0,0,Unknown,11,3.0,4,Full Time,1,3,3.0,9,7.0,7,7,1985,99240.0,True,Millennials
239,52,No,,1160.1984126984128,research & development,20,5,Medical,240,2,Male,3,4,healthcare representative,3,,23203.968253968254,24364.17,2,Unknown,15,3.0,3,Full Time,1,3,3.0,30,12.0,12,13,1973,112450.0,False,Gen X
240,41,No,travel_rarely,316.6428571428572,research & development,3,2,,241,3,Male,2,2,laboratory technician,3,,2557.5,6649.5,0,Unknown,15,3.0,4,Part Time,1,3,Unknown,10,0.0,0,7,1984,30690.0,True,Millennials
241,36,No,travel_rarely,556.2566609977324,research & development,3,3,,242,4,Female,3,2,research scientist,2,,4492.84,11681.39,1,No,12,3.0,3,Part Time,1,2,3.0,11,7.0,7,9,1989,53914.11,True,Millennials
242,56,No,travel_rarely,1582.7713464696226,research & development,22,5,,243,2,Female,3,4,manager,3,,31655.42692939245,33238.2,3,Unknown,25,4.0,3,Full Time,1,6,3.0,10,4.0,4,7,1969,153407.07,True,Gen X
243,43,No,travel_rarely,953.436507936508,sales,6,3,Marketing,244,4,Male,3,3,sales executive,3,,7700.83,20022.17,1,No,12,3.0,2,Part Time,0,3,3.0,10,8.0,8,7,1982,92410.0,False,Millennials
244,41,No,,667.7460317460317,research & development,1,3,Life Sciences,245,4,Male,3,2,laboratory technician,4,married,5393.33,14022.67,1,Unknown,15,3.0,4,Full Time,1,2,3.0,9,5.0,5,8,1984,64720.0,True,Millennials
245,42,No,travel_rarely,1973.9841269841268,,7,4,,246,2,Male,3,5,manager,2,,15943.72,41453.67,1,No,14,3.0,2,Full Time,0,3,2.0,21,12.0,12,8,1983,191324.62,False,Millennials
246,35,No,,315.1984126984127,research & development,4,3,Technical Degree,247,4,Male,3,2,research scientist,2,,6303.968253968254,6619.17,5,No,15,0.0,4,Part Time,2,2,2.0,9,1.0,1,7,1990,30550.0,True,Millennials
247,38,No,,858.5158730158731,research & development,10,3,Life Sciences,248,4,Male,3,3,healthcare representative,1,,6934.17,18028.83,7,Unknown,13,3.0,4,Part Time,1,1,3.0,12,5.0,5,7,1987,83210.0,False,Millennials
248,35,No,,324.2777777777778,research & development,8,4,Life Sciences,249,4,Male,4,1,research scientist,1,married,6485.555555555557,6809.83,6,No,19,3.0,2,Full Time,1,1,3.0,10,7.0,7,6,1990,31430.0,True,Millennials
249,36,No,travel_rarely,556.2566609977324,sales,8,2,,250,2,Male,4,2,sales executive,3,,4492.84,11681.39,1,No,21,4.0,3,Part Time,2,5,3.0,10,4.0,4,8,1989,53914.08,False,Millennials
250,31,No,travel_frequently,290.03550973654063,research & development,46,1,Medical,251,4,Male,3,1,laboratory technician,4,married,2342.59,6090.75,1,No,13,0.0,2,Part Time,0,3,4.0,11,3.0,3,10,1994,28111.13,False,Millennials
251,48,No,travel_rarely,885.0317460317461,research & development,2,2,Life Sciences,252,4,Male,3,3,manufacturing director,4,divorced,7148.33,18585.67,3,Unknown,14,3.0,3,Part Time,1,4,2.0,9,4.0,4,7,1977,85780.0,True,Gen X
252,29,No,travel_rarely,556.2566609977324,sales,23,1,Medical,253,2,Female,2,2,sales representative,3,married,4492.84,11681.39,1,No,21,4.0,4,Part Time,1,5,3.0,9,5.0,5,8,1996,53914.11,False,Millennials
253,33,No,,433.0238095238095,research & development,36,3,Life Sciences,254,2,Male,3,2,laboratory technician,3,divorced,3497.5,9093.5,1,No,11,3.0,1,Part Time,1,2,3.0,10,0.0,0,2,1992,41970.0,False,Millennials
254,47,No,travel_rarely,556.2566609977324,research & development,25,2,Life Sciences,255,2,Female,2,2,manufacturing director,4,,4492.84,11681.39,0,No,13,0.0,4,Part Time,2,2,2.0,9,3.0,3,8,1978,53914.08,True,Gen X
255,36,No,travel_rarely,1020.1904761904764,sales,1,3,Marketing,256,1,Male,3,3,sales executive,4,,8240.0,21424.0,1,No,21,4.0,1,Part Time,0,3,2.0,14,2.0,2,1,1989,98880.0,False,Millennials
256,33,No,,556.2566609977324,research & development,1,3,Life Sciences,257,4,Male,1,2,research scientist,1,married,4492.84,11681.39,1,Unknown,21,0.0,2,Part Time,0,6,3.0,10,8.0,8,7,1992,53914.11,True,Millennials
257,37,No,,556.2566609977324,sales,7,4,,258,3,Female,3,2,sales executive,4,,4492.84,11681.39,1,Yes,11,3.0,4,Part Time,0,2,3.0,10,0.0,0,9,1988,53914.11,False,Millennials
258,41,No,travel_rarely,1376.452380952381,sales,15,4,Marketing,259,2,Male,3,4,sales executive,1,single,27529.04761904762,28905.5,0,No,12,3.0,1,Full Time,0,3,3.0,20,11.0,11,10,1984,133410.0,False,Millennials
259,42,No,travel_rarely,585.7222222222222,sales,2,2,Marketing,260,2,Female,3,2,sales executive,2,married,4730.83,12300.17,3,No,14,3.0,3,Part Time,1,4,3.0,11,5.0,5,10,1983,56769.96,True,Millennials
260,32,No,travel_rarely,290.03550973654063,research & development,1,2,Medical,261,4,Male,3,1,laboratory technician,2,married,2342.59,6090.75,1,No,13,3.0,3,Part Time,0,6,2.0,12,1.0,1,7,1993,28111.08,False,Millennials
261,49,No,,1032.4872861766066,research & development,1,1,,262,3,Female,3,3,research director,2,married,8339.32,21682.23,0,No,18,3.0,1,Part Time,2,3,1.0,13,5.0,5,12,1976,100071.84,True,Gen X
262,54,No,non-travel,290.03550973654063,sales,29,4,,263,1,Male,3,1,sales representative,4,divorced,2342.59,6090.75,2,Unknown,15,3.0,2,Part Time,2,3,Unknown,9,0.0,0,0,1971,28111.13,True,Gen X
263,51,No,travel_frequently,556.2566609977324,research & development,8,1,,264,3,Male,2,2,research scientist,2,married,4492.84,11681.39,1,No,23,4.0,4,Part Time,1,3,3.0,10,1.0,1,7,1974,53914.11,True,Gen X
264,35,No,travel_frequently,300.13492063492066,research & development,19,4,Life Sciences,265,1,Female,3,1,research scientist,3,married,6002.698412698413,6302.83,1,Unknown,11,3.0,3,Full Time,0,3,3.0,8,3.0,3,0,1990,29090.0,True,Millennials
265,34,No,,290.03550973654063,research & development,2,2,Life Sciences,266,4,Male,3,1,laboratory technician,4,,2342.59,6090.75,0,Unknown,13,3.0,3,Part Time,0,2,2.0,7,3.0,3,6,1991,28111.13,True,Millennials
266,40,No,travel_frequently,982.84126984127,research & development,23,3,,267,4,Male,2,3,manufacturing director,3,,7938.33,20639.67,0,No,21,4.0,2,Part Time,0,2,3.0,9,1.0,1,8,1985,95260.0,True,Millennials
267,38,No,travel_rarely,556.2566609977324,research & development,27,3,Medical,268,3,Male,3,2,healthcare representative,3,,4492.84,11681.39,6,Unknown,13,3.0,2,Part Time,2,3,2.0,7,7.0,7,7,1987,53914.11,True,Millennials
268,44,No,,704.1666666666666,sales,8,4,,269,3,Male,3,2,sales executive,2,,5687.5,14787.5,0,Unknown,11,0.0,4,Part Time,1,2,3.0,9,4.0,4,2,1981,68250.0,False,Millennials
269,33,No,,556.2566609977324,research & development,7,4,Life Sciences,270,4,Male,3,2,laboratory technician,4,divorced,4492.84,11681.39,3,No,22,4.0,4,Part Time,1,3,2.0,7,1.0,1,7,1992,53914.11,False,Millennials
270,33,No,travel_rarely,456.4444444444444,research & development,8,4,,271,3,Female,3,2,manufacturing director,4,single,3686.67,9585.33,1,No,23,4.0,4,Part Time,0,2,3.0,11,1.0,1,8,1992,44240.0,False,Millennials
271,53,No,,561.3730158730159,sales,21,4,Marketing,272,3,Male,3,2,sales executive,4,,4534.17,11788.83,0,Unknown,22,4.0,4,Part Time,0,2,1.0,10,1.0,1,0,1972,54410.04,True,Gen X
272,36,Yes,travel_frequently,626.6825396825396,research & development,7,3,,273,1,Male,1,2,laboratory technician,3,,5061.67,13160.33,1,Yes,24,4.0,4,Full Time,0,3,Unknown,9,0.0,0,6,1989,60740.0,True,Millennials
273,38,No,,1032.4872861766066,sales,11,2,Technical Degree,274,2,Female,3,3,sales executive,4,,8339.32,21682.23,0,No,14,3.0,3,Part Time,1,6,3.0,9,2.0,2,8,1987,100071.84,False,Millennials
274,32,No,travel_frequently,290.03550973654063,research & development,23,3,,275,1,Male,1,1,research scientist,3,divorced,2342.59,6090.75,1,No,25,4.0,3,Part Time,3,2,2.0,10,0.0,0,9,1993,28111.13,False,Millennials
275,35,No,non-travel,634.1111111111111,sales,12,2,,276,1,Male,3,2,sales executive,2,married,12682.222222222223,13316.33,0,Unknown,13,3.0,1,Full Time,1,2,4.0,7,7.0,0,7,1990,61460.0,True,Millennials
276,33,Yes,,636.7936507936508,sales,6,4,Life Sciences,277,2,Male,1,2,sales executive,3,married,5143.33,13372.67,4,Unknown,18,3.0,2,Full Time,0,3,2.0,7,7.0,7,7,1992,61720.0,False,Millennials
277,43,No,travel_rarely,1032.4872861766066,sales,23,1,,278,3,Male,3,3,sales executive,3,divorced,8339.32,21682.23,3,Yes,13,3.0,3,Part Time,1,2,3.0,9,0.0,0,7,1982,100071.84,False,Millennials
278,28,No,travel_rarely,290.03550973654063,human resources,25,1,,279,3,Female,3,1,human resources,3,,2342.59,6090.75,1,Unknown,23,4.0,4,Part Time,1,3,3.0,8,5.0,5,7,1997,28111.08,True,Gen Z
279,34,No,,481.6190476190477,sales,9,2,,280,4,Male,1,2,sales executive,4,divorced,9632.380952380954,10114.0,0,No,17,3.0,4,Part Time,3,2,4.0,8,0.0,0,7,1991,46680.0,True,Millennials
280,42,No,travel_frequently,578.2936507936508,research & development,26,3,,281,2,Female,3,2,research scientist,2,divorced,4670.83,12144.17,1,No,11,3.0,1,Full Time,1,2,3.0,20,2.0,2,13,1983,56050.0,False,Millennials
281,55,No,travel_rarely,556.2566609977324,sales,6,2,Marketing,282,2,Male,3,2,sales representative,3,,4492.84,11681.39,2,Yes,20,4.0,4,Part Time,1,3,1.0,7,4.0,4,5,1970,53914.11,True,Gen X
282,31,No,non-travel,445.6111111111112,research & development,1,1,Technical Degree,283,4,Male,3,2,manufacturing director,3,married,3599.17,9357.83,1,Unknown,13,3.0,1,Part Time,1,1,3.0,10,0.0,0,9,1994,43190.0,False,Millennials
283,38,No,travel_frequently,290.03550973654063,research & development,3,2,,284,4,Male,3,1,laboratory technician,2,,5800.710194730813,6090.75,4,No,12,0.0,3,Part Time,0,3,2.0,8,7.0,7,2,1987,28111.13,True,Millennials
284,35,No,travel_rarely,290.03550973654063,research & development,14,3,,285,4,Female,3,1,research scientist,2,,2342.59,6090.75,1,Unknown,13,3.0,4,Part Time,1,5,3.0,8,1.0,1,6,1990,28111.13,True,Millennials
285,53,No,travel_rarely,1582.7713464696226,research & development,3,3,,286,4,Female,3,4,healthcare representative,2,single,31655.42692939245,33238.2,3,Unknown,18,3.0,3,Full Time,0,6,3.0,7,1.0,1,0,1972,153407.07,False,Gen X
286,29,No,travel_rarely,290.03550973654063,research & development,9,3,Medical,287,4,Female,3,1,research scientist,2,single,2342.59,6090.75,1,No,16,3.0,4,Part Time,0,2,2.0,7,0.0,0,3,1996,28111.13,False,Millennials
287,39,No,,367.7142857142857,research & development,21,3,Life Sciences,288,2,Male,4,1,research scientist,1,,2970.0,7722.0,1,Yes,12,3.0,1,Full Time,1,3,2.0,8,1.0,1,7,1986,35640.0,True,Millennials
288,40,No,,645.9761904761905,research & development,29,3,,289,4,Male,3,2,manufacturing director,4,married,5217.5,13565.5,3,No,18,3.0,1,Full Time,1,3,1.0,7,1.0,1,7,1985,62610.0,True,Millennials
289,51,No,non-travel,702.0,research & development,18,4,,290,4,Male,3,2,manufacturing director,4,divorced,5670.0,14742.0,1,Yes,15,3.0,1,Full Time,2,0,3.0,7,1.0,1,7,1974,68040.0,False,Gen X
290,29,No,,556.2566609977324,sales,20,3,Life Sciences,291,4,Female,3,2,sales executive,3,single,4492.84,11681.39,1,Unknown,14,3.0,4,Part Time,0,2,3.0,7,0.0,0,7,1996,53914.11,False,Millennials
291,47,No,,1032.4872861766066,sales,6,3,Medical,292,4,Female,2,3,sales executive,4,single,8339.32,21682.23,6,Unknown,12,3.0,4,Part Time,0,2,3.0,19,12.0,12,8,1978,100071.84,True,Gen X
292,37,No,,1032.4872861766066,sales,1,3,,293,3,Female,3,3,sales executive,3,single,20649.745723532134,21682.23,1,No,14,3.0,1,Part Time,0,3,4.0,10,0.0,0,8,1988,100071.84,True,Millennials
293,35,Yes,travel_rarely,290.03550973654063,research & development,2,2,,294,1,Female,3,1,laboratory technician,1,,5800.710194730813,6090.75,7,No,20,0.0,1,Part Time,0,3,4.0,9,1.0,1,7,1990,28111.13,True,Millennials
294,54,No,,1973.9841269841268,,2,4,Life Sciences,295,1,Male,2,5,manager,3,,15943.72,41453.67,1,Yes,18,3.0,4,Full Time,0,2,4.0,33,15.0,15,12,1971,191324.62,True,Gen X
295,42,No,,2005.301587301588,research & development,2,2,Medical,296,1,Male,3,5,research director,3,,16196.67,42111.33,0,No,19,3.0,4,Full Time,1,5,3.0,21,3.0,3,9,1983,194360.0,True,Millennials
296,40,No,non-travel,556.2566609977324,sales,2,2,Life Sciences,297,4,Male,2,2,sales executive,4,,4492.84,11681.39,3,No,18,3.0,4,Part Time,1,0,3.0,8,7.0,7,5,1985,53914.11,True,Millennials
297,48,No,,1582.7713464696226,,27,3,,298,2,Female,1,4,manager,2,married,12783.92,33238.2,3,Yes,12,3.0,2,Full Time,1,2,2.0,7,7.0,7,7,1977,153407.07,False,Gen X
298,47,No,travel_rarely,1582.7713464696226,research & development,20,2,Medical,299,3,Male,3,4,healthcare representative,4,married,12783.92,33238.2,0,Yes,14,3.0,2,Full Time,0,2,3.0,20,4.0,4,10,1978,153407.07,True,Gen X
299,49,Yes,non-travel,1032.4872861766066,,10,4,Life Sciences,300,1,Male,3,3,manager,2,married,8339.32,21682.23,1,Unknown,12,3.0,4,Full Time,1,2,2.0,10,9.0,9,9,1976,100071.84,True,Gen X
300,37,No,,1032.4872861766066,,22,3,Life Sciences,301,2,Female,4,3,manager,2,divorced,20649.745723532134,21682.23,7,Unknown,18,0.0,2,Part Time,1,6,2.0,7,6.0,6,2,1988,100071.84,False,Millennials
301,31,No,travel_frequently,556.2566609977324,sales,2,2,,302,2,Male,3,2,sales executive,4,single,4492.84,11681.39,1,Unknown,18,3.0,1,Part Time,0,3,Unknown,10,0.0,0,9,1994,53914.11,True,Millennials
302,57,No,travel_rarely,556.2566609977324,research & development,20,2,Technical Degree,303,2,Male,3,2,laboratory technician,4,married,11125.133219954649,11681.39,3,Unknown,19,0.0,4,Part Time,1,4,3.0,10,0.0,0,8,1968,53914.11,True,Gen X
303,28,Yes,travel_rarely,601.3015873015873,sales,45,4,,304,4,Male,2,2,sales executive,4,single,4856.67,12627.33,1,Unknown,12,3.0,2,Part Time,0,0,Unknown,8,7.0,7,4,1997,58280.04,True,Gen Z
304,33,No,travel_rarely,556.2566609977324,sales,7,3,Technical Degree,305,2,Male,4,2,sales executive,4,,4492.84,11681.39,4,Unknown,11,3.0,2,Part Time,1,3,2.0,8,7.0,7,7,1992,53914.11,True,Millennials
305,45,No,travel_frequently,253.2936507936508,research & development,10,4,Life Sciences,306,3,Female,3,1,laboratory technician,4,,5065.873015873016,5319.17,0,No,19,3.0,1,Part Time,0,5,3.0,8,1.0,1,7,1980,24550.0,True,Gen X
306,33,No,travel_rarely,556.2566609977324,sales,13,3,Marketing,307,4,Male,3,2,sales executive,4,,11125.133219954649,11681.39,4,Unknown,12,3.0,4,Part Time,3,3,3.0,7,1.0,1,7,1992,53914.11,True,Millennials
307,34,No,,521.547619047619,research & development,2,4,Medical,308,1,Female,4,2,research scientist,4,single,10430.952380952382,10952.5,7,Unknown,16,3.0,3,Part Time,0,0,2.0,7,0.0,0,7,1991,50550.0,True,Millennials
308,35,No,,483.0634920634921,sales,10,3,,309,2,Male,2,2,sales executive,4,,3901.67,10144.33,3,No,14,3.0,3,Part Time,0,6,2.0,7,0.0,0,1,1990,46820.04,False,Millennials
309,45,No,travel_frequently,542.3888888888889,research & development,10,4,Life Sciences,310,3,Female,2,2,laboratory technician,3,divorced,10847.777777777777,11390.17,1,No,11,0.0,2,Part Time,1,3,4.0,9,0.0,0,0,1980,52570.0,False,Gen X
310,31,Yes,travel_rarely,218.62698412698413,research & development,8,4,,311,2,Male,1,1,laboratory technician,1,,1765.83,4591.17,1,Unknown,11,3.0,4,Part Time,0,4,2.0,7,0.0,0,7,1994,21189.96,False,Millennials
311,29,No,,556.2566609977324,sales,8,4,,312,2,Female,3,2,sales executive,2,,4492.84,11681.39,1,No,18,3.0,1,Part Time,1,3,3.0,8,0.0,0,7,1996,53914.11,False,Millennials
312,31,No,travel_rarely,556.2566609977324,sales,10,1,,313,4,Female,2,2,sales executive,2,divorced,4492.84,11681.39,1,Yes,14,3.0,1,Part Time,2,2,3.0,7,1.0,1,7,1994,53914.11,False,Millennials
313,39,No,,616.3650793650794,research & development,6,3,Medical,314,3,Male,4,2,research scientist,1,divorced,4978.33,12943.67,4,Unknown,13,3.0,1,Full Time,2,2,3.0,7,6.0,6,7,1986,59740.0,False,Millennials
314,28,No,travel_rarely,556.2566609977324,sales,1,3,,315,3,Male,3,2,sales executive,3,,4492.84,11681.39,1,Unknown,17,3.0,2,Part Time,1,3,3.0,8,7.0,7,7,1997,53914.11,True,Gen Z
315,42,No,travel_rarely,290.03550973654063,research & development,10,4,Life Sciences,316,4,Female,4,1,laboratory technician,3,married,2342.59,6090.75,3,Yes,13,3.0,3,Part Time,1,3,3.0,7,1.0,1,7,1983,28111.08,True,Millennials
316,43,Yes,,556.2566609977324,sales,4,3,,317,1,Male,3,2,sales executive,2,,4492.84,11681.39,1,No,18,3.0,3,Part Time,0,5,3.0,8,7.0,7,7,1982,53914.11,False,Millennials
317,53,No,travel_rarely,556.2566609977324,sales,14,2,,318,3,Female,3,2,sales executive,4,,4492.84,11681.39,4,No,11,3.0,3,Part Time,1,2,2.0,7,0.0,0,7,1972,53914.08,True,Gen X
318,39,No,,313.031746031746,research & development,14,3,,319,4,Female,3,1,laboratory technician,1,,6260.6349206349205,6573.67,1,No,12,3.0,3,Full Time,1,2,2.0,18,12.0,12,17,1986,30340.0,False,Millennials
319,58,No,,1363.142857142857,sales,6,3,Life Sciences,320,3,Female,4,4,sales executive,1,married,11010.0,28626.0,9,No,11,3.0,4,Full Time,3,0,2.0,7,7.0,7,7,1967,132120.0,True,Gen X
320,43,No,travel_rarely,865.8412698412699,sales,1,3,Marketing,321,2,Male,4,3,sales executive,1,married,17316.8253968254,18182.67,1,Unknown,16,3.0,3,Part Time,1,2,3.0,10,0.0,0,7,1982,83920.0,True,Millennials
321,48,No,,556.2566609977324,research & development,18,3,Medical,322,3,Female,3,2,manufacturing director,3,,4492.84,11681.39,2,No,14,3.0,3,Part Time,1,5,2.0,10,0.0,0,8,1977,53914.11,False,Gen X
322,32,No,non-travel,290.03550973654063,research & development,2,3,,323,3,Female,3,1,laboratory technician,4,single,5800.710194730813,6090.75,0,Unknown,14,3.0,3,Part Time,0,2,2.0,11,6.0,6,7,1993,28111.13,False,Millennials
323,37,No,travel_rarely,1032.4872861766066,research & development,16,3,Life Sciences,324,4,Male,3,3,healthcare representative,3,,8339.32,21682.23,4,Yes,12,3.0,3,Part Time,0,2,3.0,8,0.0,0,0,1988,100071.84,False,Millennials
324,50,No,travel_rarely,417.9603174603175,sales,2,5,,325,2,Female,3,2,sales executive,4,married,3375.83,8777.17,2,No,14,3.0,1,Part Time,1,2,3.0,9,6.0,6,7,1975,40510.0,True,Gen X
325,47,No,travel_rarely,495.75396825396825,sales,2,3,Other,326,4,Male,3,2,sales executive,2,,4004.17,10410.83,0,No,19,3.0,2,Part Time,1,3,4.0,8,3.0,3,7,1978,48050.0,True,Gen X
326,28,Yes,travel_frequently,282.8015873015873,human resources,17,4,Life Sciences,327,2,Female,3,1,human resources,3,,2284.17,5938.83,0,Yes,11,3.0,2,Part Time,1,2,Unknown,7,1.0,1,0,1997,27410.04,True,Gen Z
327,43,No,,556.2566609977324,research & development,2,4,Other,328,1,Female,2,2,healthcare representative,3,single,11125.133219954649,11681.39,2,Yes,17,3.0,1,Part Time,0,3,3.0,8,0.0,0,7,1982,53914.11,True,Millennials
328,36,No,,550.6428571428571,sales,21,4,,329,4,Male,4,2,sales executive,4,single,11012.857142857141,11563.5,1,Unknown,12,3.0,4,Part Time,0,3,3.0,10,5.0,5,7,1989,53370.0,True,Millennials
329,33,No,travel_rarely,556.2566609977324,sales,6,4,Medical,330,1,Male,4,2,sales executive,4,divorced,11125.133219954649,11681.39,4,No,22,4.0,4,Part Time,2,4,4.0,7,5.0,5,7,1992,53914.11,True,Millennials
330,45,No,travel_frequently,556.2566609977324,research & development,9,5,,331,4,Male,3,2,laboratory technician,3,divorced,11125.133219954649,11681.39,3,Unknown,13,3.0,2,Part Time,1,3,3.0,8,4.0,4,7,1980,53914.11,False,Gen X
331,55,No,,556.2566609977324,sales,1,1,,332,4,Female,3,2,sales executive,1,single,11125.133219954649,11681.39,7,Unknown,20,4.0,4,Part Time,0,2,4.0,14,8.0,8,10,1970,53914.11,False,Gen X
332,39,No,travel_rarely,973.3492063492064,research & development,3,3,Other,333,3,Male,3,3,manufacturing director,3,married,7861.67,20440.33,1,No,15,0.0,3,Part Time,1,2,3.0,10,7.0,7,8,1986,94340.0,True,Millennials
333,56,No,,1032.4872861766066,human resources,19,4,,334,3,Male,3,3,human resources,2,,8339.32,21682.23,2,Unknown,15,0.0,3,Part Time,1,1,4.0,9,7.0,7,1,1969,100071.84,True,Gen X
334,40,No,travel_rarely,556.2566609977324,sales,7,4,Marketing,335,4,Female,2,2,sales executive,4,,4492.84,11681.39,0,No,20,0.0,1,Part Time,0,2,3.0,7,0.0,0,5,1985,53914.11,True,Millennials
335,31,No,,290.03550973654063,research & development,1,4,Life Sciences,336,2,Male,1,1,research scientist,4,divorced,2342.59,6090.75,1,Unknown,18,3.0,4,Part Time,1,5,3.0,10,2.0,2,8,1994,28111.13,True,Millennials
336,36,No,,1032.4872861766066,research & development,9,3,Medical,337,4,Female,2,3,healthcare representative,2,,20649.745723532134,21682.23,1,Unknown,14,3.0,2,Part Time,0,3,4.0,8,7.0,7,7,1989,100071.84,False,Millennials
337,41,No,,556.2566609977324,research & development,2,4,Technical Degree,338,4,Female,2,2,healthcare representative,3,single,4492.84,11681.39,1,No,11,3.0,1,Part Time,0,4,3.0,20,7.0,11,10,1984,53914.11,False,Millennials
338,34,No,,556.7301587301588,sales,10,3,Marketing,339,4,Male,3,2,sales executive,4,,4496.67,11691.33,1,Unknown,12,3.0,4,Full Time,0,2,2.0,10,0.0,0,8,1991,53960.0,True,Millennials
339,40,No,travel_rarely,556.2566609977324,research & development,1,4,Life Sciences,340,2,Female,4,2,healthcare representative,4,,4492.84,11681.39,0,Unknown,13,3.0,3,Part Time,0,4,Unknown,9,1.0,1,8,1985,53914.11,True,Millennials
340,29,No,travel_rarely,1032.4872861766066,research & development,1,2,Life Sciences,341,3,Female,3,3,manufacturing director,1,married,8339.32,21682.23,1,Unknown,11,3.0,4,Part Time,0,3,3.0,9,0.0,0,7,1996,100071.84,False,Millennials
341,34,No,travel_rarely,1151.3253968253969,research & development,3,2,Life Sciences,342,3,Female,3,3,research director,4,single,9299.17,24177.83,3,Unknown,15,3.0,4,Full Time,0,6,3.0,7,7.0,7,7,1991,111590.0,False,Millennials
342,49,No,,511.7460317460318,sales,35,4,Marketing,343,4,Male,3,2,sales executive,1,single,4133.33,10746.67,2,Unknown,12,3.0,4,Part Time,0,2,3.0,7,1.0,1,7,1976,49599.96,False,Gen X
343,29,No,travel_frequently,907.2142857142858,research & development,10,2,,344,4,Male,3,3,manufacturing director,1,,7327.5,19051.5,1,No,21,4.0,3,Part Time,2,4,2.0,9,1.0,1,7,1996,87930.0,True,Millennials
344,43,No,,1979.8174603174605,,1,3,,345,4,Male,2,5,manager,3,,39596.34920634921,41576.17,1,No,12,0.0,2,Full Time,1,3,3.0,22,2.0,2,10,1982,191890.0,False,Millennials
345,30,Yes,,228.63492063492063,research & development,35,2,,346,3,Female,1,1,research scientist,2,,1846.67,4801.33,7,Yes,13,3.0,4,Part Time,0,4,3.0,7,3.0,3,7,1995,22160.0,True,Millennials
346,38,No,,1208.484126984127,research & development,8,3,,347,1,Female,4,3,research director,1,married,9760.83,25378.17,9,Unknown,14,3.0,1,Full Time,1,2,3.0,8,0.0,0,5,1987,117130.0,False,Millennials
347,32,No,,547.2380952380953,sales,27,5,Marketing,348,3,Male,3,2,sales executive,4,divorced,4420.0,11492.0,7,No,23,0.0,4,Part Time,1,2,2.0,8,7.0,7,7,1993,53040.0,True,Millennials
348,58,No,travel_rarely,1145.547619047619,research & development,9,3,,349,3,Male,3,4,healthcare representative,4,married,9252.5,24056.5,7,No,11,3.0,3,Full Time,0,1,2.0,10,1.0,1,1,1967,111030.0,False,Gen X
349,47,No,travel_rarely,684.2539682539683,sales,2,2,,350,2,Male,1,2,sales representative,3,single,5526.67,14369.33,0,No,13,3.0,1,Full Time,0,3,3.0,8,3.0,3,1,1978,66320.0,True,Gen X
350,38,No,non-travel,782.7857142857142,sales,8,4,,351,1,Male,2,3,sales executive,1,single,6322.5,16438.5,1,Unknown,15,3.0,2,Part Time,0,1,3.0,10,0.0,0,9,1987,75870.0,False,Millennials
351,31,No,,447.2619047619048,research & development,27,3,Medical,352,2,Female,3,2,healthcare representative,3,married,3612.5,9392.5,4,No,12,3.0,1,Part Time,1,3,2.0,8,1.0,1,1,1994,43350.0,True,Millennials
352,40,No,,616.984126984127,research & development,2,4,Life Sciences,353,1,Female,4,2,manufacturing director,1,single,4983.33,12956.67,6,Unknown,12,3.0,4,Full Time,0,2,3.0,15,4.0,4,12,1985,59800.0,True,Millennials
353,42,No,,437.8730158730159,research & development,13,2,Medical,354,1,Female,4,2,healthcare representative,2,,3536.67,9195.33,1,No,24,4.0,4,Part Time,1,2,3.0,8,3.0,3,7,1983,42440.04,True,Millennials
354,44,No,travel_frequently,1973.9841269841268,,8,3,,355,2,Male,3,5,manager,4,,15943.72,41453.67,1,No,13,3.0,2,Full Time,1,4,2.0,24,14.0,14,9,1981,191324.63999999998,True,Millennials
355,38,No,travel_rarely,539.3968253968254,research & development,1,3,Other,356,3,Female,3,2,manufacturing director,2,,4356.67,11327.33,0,Unknown,15,3.0,1,Part Time,1,2,3.0,9,0.0,0,5,1987,52280.0,False,Millennials
356,31,No,travel_rarely,278.57142857142856,research & development,23,2,,357,3,Male,4,1,research scientist,3,married,2250.0,5850.0,1,Unknown,24,4.0,3,Part Time,1,3,3.0,10,0.0,0,7,1994,27000.0,True,Millennials
